dia	mes	ano	cota
3	8	2018	370.0
2	8	2018	372.0
1	8	2018	378.0
31	7	2018	373.0
30	7	2018	372.0
29	7	2018	375.0
28	7	2018	373.0
27	7	2018	372.0
26	7	2018	372.0
25	7	2018	376.0
24	7	2018	373.0
23	7	2018	376.0
22	7	2018	377.0
21	7	2018	378.0
20	7	2018	379.0
19	7	2018	382.0
18	7	2018	378.0
17	7	2018	380.0
16	7	2018	383.0
15	7	2018	377.0
14	7	2018	379.0
13	7	2018	376.0
12	7	2018	379.0
11	7	2018	378.0
10	7	2018	379.0
9	7	2018	390.0
8	7	2018	380.0
7	7	2018	383.0
6	7	2018	379.0
5	7	2018	384.0
4	7	2018	381.0
3	7	2018	379.0
2	7	2018	395.0
1	7	2018	385.0
30	6	2018	380.0
29	6	2018	397.0
28	6	2018	396.0
27	6	2018	385.0
26	6	2018	397.0
25	6	2018	393.0
24	6	2018	388.0
23	6	2018	393.0
22	6	2018	389.0
21	6	2018	399.0
20	6	2018	400.0
19	6	2018	399.0
18	6	2018	400.0
17	6	2018	387.0
16	6	2018	401.0
15	6	2018	399.0
14	6	2018	398.0
13	6	2018	401.0
12	6	2018	402.0
11	6	2018	397.0
10	6	2018	398.0
9	6	2018	399.0
8	6	2018	401.0
7	6	2018	400.0
6	6	2018	401.0
5	6	2018	404.0
4	6	2018	406.0
3	6	2018	407.0
2	6	2018	406.0
1	6	2018	406.0
31	5	2018	409.0
30	5	2018	426.0
29	5	2018	430.0
28	5	2018	435.0
27	5	2018	428.0
26	5	2018	438.0
23	5	2018	424.0
22	5	2018	409.0
21	5	2018	415.0
20	5	2018	409.0
19	5	2018	409.0
18	5	2018	407.0
17	5	2018	410.0
16	5	2018	409.0
15	5	2018	410.0
14	5	2018	408.0
13	5	2018	413.0
12	5	2018	416.0
11	5	2018	418.0
10	5	2018	422.0
9	5	2018	425.0
8	5	2018	421.0
7	5	2018	415.0
6	5	2018	412.0
5	5	2018	411.0
4	5	2018	414.0
3	5	2018	421.0
2	5	2018	420.0
1	5	2018	423.0
30	4	2018	422.0
29	4	2018	425.0
28	4	2018	430.0
27	4	2018	426.0
26	4	2018	431.0
25	4	2018	438.0
24	4	2018	429.0
23	4	2018	439.0
22	4	2018	437.0
21	4	2018	433.0
20	4	2018	442.0
19	4	2018	445.0
18	4	2018	463.0
17	4	2018	469.0
16	4	2018	470.0
15	4	2018	465.0
14	4	2018	468.0
13	4	2018	462.0
12	4	2018	480.0
11	4	2018	490.0
10	4	2018	493.0
9	4	2018	494.0
8	4	2018	514.0
7	4	2018	518.0
6	4	2018	497.0
5	4	2018	473.0
4	4	2018	442.0
3	4	2018	450.0
2	4	2018	454.0
1	4	2018	450.0
31	3	2018	456.0
30	3	2018	464.0
29	3	2018	469.0
28	3	2018	469.0
27	3	2018	484.0
26	3	2018	503.0
25	3	2018	523.0
24	3	2018	532.0
23	3	2018	538.0
22	3	2018	510.0
21	3	2018	484.0
20	3	2018	479.0
19	3	2018	484.0
18	3	2018	488.0
17	3	2018	493.0
16	3	2018	505.0
15	3	2018	522.0
14	3	2018	570.0
13	3	2018	612.0
12	3	2018	607.0
11	3	2018	622.0
10	3	2018	610.0
9	3	2018	564.0
8	3	2018	531.0
7	3	2018	518.0
6	3	2018	536.0
5	3	2018	494.0
1	3	2018	459.0
28	2	2018	468.0
27	2	2018	481.0
26	2	2018	507.0
25	2	2018	523.0
24	2	2018	486.0
23	2	2018	480.0
22	2	2018	456.0
21	2	2018	470.0
20	2	2018	477.0
19	2	2018	477.0
18	2	2018	473.0
17	2	2018	465.0
16	2	2018	464.0
15	2	2018	476.0
14	2	2018	488.0
13	2	2018	498.0
12	2	2018	514.0
11	2	2018	544.0
10	2	2018	593.0
8	2	2018	703.0
7	2	2018	704.0
6	2	2018	662.0
5	2	2018	565.0
2	2	2018	531.0
1	2	2018	409.0
31	1	2018	360.0
30	1	2018	352.0
29	1	2018	353.0
28	1	2018	357.0
27	1	2018	357.0
26	1	2018	360.0
25	1	2018	359.0
24	1	2018	361.0
23	1	2018	367.0
22	1	2018	366.0
21	1	2018	367.0
20	1	2018	369.0
19	1	2018	370.0
18	1	2018	375.0
17	1	2018	382.0
16	1	2018	387.0
15	1	2018	393.0
14	1	2018	389.0
13	1	2018	391.0
12	1	2018	406.0
11	1	2018	415.0
10	1	2018	420.0
9	1	2018	455.0
8	1	2018	479.0
7	1	2018	496.0
6	1	2018	514.0
5	1	2018	501.0
4	1	2018	433.0
3	1	2018	402.0
2	1	2018	384.0
1	1	2018	382.0
