ds,chuva,vazao,temp_max,temp_min,temp_med,evap
1971-05-04,0,5.875,28.7,19.7,24.2,1.7
1971-05-05,0,6.81,29.4,18.3,23.85,1
1971-05-06,0,6.05,24.6,16.7,20.65,1.6
1971-05-07,0,13.25,28.3,15.6,21.95,0.7
1971-05-08,0,8.559,29.8,16.5,23.15,1.4
1971-05-09,5.6,8.559,27.6,17.9,22.75,1.7
1971-05-10,0,6.62,24.6,17.5,21.05,2.2
1971-05-11,0,5.7,24.4,12.3,18.35,2
1971-05-12,0,5.875,25.3,10.6,17.95,1.4
1971-05-13,0,5.7,27.3,9.2,18.25,1.6
1971-05-14,0,4.825,25.6,13.4,19.5,1.8
1971-05-15,0,5.875,24.6,11.7,18.15,1.5
1971-05-16,0,5.875,27.6,12.9,20.25,1.3
1971-05-17,0,5,27.5,14.8,21.15,1.3
1971-05-18,0,6.05,27.3,13.8,20.55,1.1
1971-05-19,4.6,6.43,26.5,16.4,21.45,1.5
1971-05-20,0,6.62,27.1,12,19.55,1.4
1971-05-21,0,6.43,23.7,11.7,17.7,1.5
1971-05-22,0,6.24,25.6,10.2,17.9,0.8
1971-05-23,0,5.7,26.4,9.6,18,2
1971-05-24,0,5.525,27.6,8.3,17.95,1.3
1971-05-25,0,5.35,30.5,10.5,20.5,1.3
1971-05-26,0,5.35,28.6,12.8,20.7,1.6
1971-05-27,1.2,5.7,26.6,15.7,21.15,0.6
1971-05-28,0,5.175,23.4,14.5,18.95,2.4
1971-05-29,0,5.525,20.6,9.7,15.15,2.3
1971-05-30,0,5.7,23.9,9.9,16.9,1.3
1971-05-31,0,4.65,24.3,8.5,16.4,1.4
1971-06-01,0,5.525,25.1,6.6,15.85,1.5
1971-06-02,0,5.175,27.7,7.6,17.65,1.5
1971-06-03,0,5.35,27.5,10.7,19.1,1.7
1971-06-04,0,5.175,25.3,11.7,18.5,1.9
1971-06-05,0,5.175,26.7,10.7,18.7,1.4
1971-06-06,0,5,29.7,12.3,21,1.9
1971-06-07,0,4.65,27.3,10.2,18.75,1.9
1971-06-08,0,5.175,25.5,13,19.25,1.7
1971-06-09,0,4.825,28.3,11.6,19.95,1.7
1971-06-10,0,5.175,26.6,6.9,16.75,3.1
1971-06-11,0,5.35,25.7,7.3,16.5,2.1
1971-06-12,31.8,7.76,18.5,11.4,14.95,1.4
1971-06-13,6.4,8.153,19.9,12.4,16.15,0.3
1971-06-14,1.6,7.95,20.9,7.7,14.3,0.6
1971-06-15,0,7.38,25.6,10.3,17.95,0.8
1971-06-16,19.4,7.95,23.9,14.7,19.3,1
1971-06-17,6.2,8.559,20.3,14.4,17.35,0.8
1971-06-18,15.4,11.04,19.8,15.4,17.6,0.4
1971-06-19,17.8,16.24,26.5,16.2,21.35,0.5
1971-06-20,0,12.1,22.2,17.4,19.8,1
1971-06-21,0,8.762,25.7,18.4,22.05,0.8
1971-06-22,0,9.167999,25,13.4,19.2,1.1
1971-06-23,0,7.57,25.8,14.3,20.05,1
1971-06-24,0,7.76,21.7,16.8,19.25,1.6
1971-06-25,0,7.76,24.7,13.4,19.05,1.7
1971-06-26,0,7.19,24.6,11.9,18.25,0.8
1971-06-27,0,6.81,26.4,9.9,18.15,0.8
1971-06-28,0,6.62,28.6,11.6,20.1,1.6
1971-06-29,0,6.62,28.7,10.4,19.55,1.6
1971-06-30,0,7,26.8,8.6,17.7,2.1
1971-07-01,0,20.95,28.7,9.6,19.15,2.3
1971-07-02,0,5.7,24.8,12.8,18.8,1.2
1971-07-03,0,5,27.4,10.6,19,1
1971-07-04,0,5.875,26.7,12.3,19.5,1.6
1971-07-05,0,5,26.9,11,18.95,2.1
1971-07-06,0,5.35,27.7,12.6,20.15,1.9
1971-07-07,0,5.7,18.8,15.8,17.3,2.4
1971-07-08,0,6.81,22.4,15.7,19.05,0.6
1971-07-09,0,7,23.5,11.9,17.7,1.5
1971-07-10,0,6.43,23.1,10.2,16.65,0.9
1971-07-11,0,6.62,23.6,9.7,16.65,0.7
1971-07-12,0,5.525,22.6,7.4,15,2.3
1971-07-13,0,5.35,23.5,12.5,18,1.9
1971-07-14,0,5.175,24.9,12.8,18.85,0.9
1971-07-15,0,6.43,25.6,12.1,18.85,0.9
1971-07-16,0,5.875,23.4,10.7,17.05,1.1
1971-07-17,0,5.7,22.9,10.5,16.7,1.9
1971-07-18,0,6.05,22,10.2,16.1,1.2
1971-07-19,0,5.35,23.6,8.9,16.25,1.3
1971-07-20,0,5.35,24.7,5.4,15.05,1.3
1971-07-21,0,5.35,26.4,4.3,15.35,1.4
1971-07-22,0,5.525,27.6,8.4,18,1.8
1971-07-23,0,5.7,26.6,6.4,16.5,1.8
1971-07-24,0,5.35,27.8,5.6,16.7,2.3
1971-07-25,,,28.2,5.3,16.75,1.9
1971-07-26,,,27.7,4.2,15.95,2.1
1971-07-27,,,28.4,5.9,17.15,2.1
1971-07-28,,,28.7,10.4,19.55,1.5
1971-07-29,,,27.5,9.9,18.7,2.2
1971-07-30,,,23.2,11.2,17.2,2
1971-07-31,0,5.7,21.9,9.7,15.8,0.9
1971-08-01,0,5.875,24.7,13.5,19.1,1.1
1971-08-02,0,5.175,27.9,10.7,19.3,1.4
1971-08-03,0,5,26.7,14.8,20.75,2
1971-08-04,0,5.7,28.6,11.4,20,1.7
1971-08-05,0,5.35,31.3,10.3,20.8,2.3
1971-08-06,0,5.35,30.8,9.7,20.25,2.3
1971-08-07,0,5.35,32.4,8.4,20.4,2.9
1971-08-08,0,5.35,26.9,12.6,19.75,3.7
1971-08-09,0,5.35,29.4,10,19.7,1.7
1971-08-10,0,5.175,30.7,11.3,21,2
1971-08-11,0,5.35,26.4,17.7,22.05,1.8
1971-08-12,0,5.175,28,13.2,20.6,1.2
1971-08-13,0,5.875,28.8,9.7,19.25,2.2
1971-08-14,0,5,31.4,9.4,20.4,2.5
1971-08-15,0,5.875,20.9,15.9,18.4,2.8
1971-08-16,17.4,5.7,19.2,14.7,16.95,1
1971-08-17,1.6,6.05,18.6,14.5,16.55,0.6
1971-08-18,0,6.05,22.5,10.3,16.4,0.8
1971-08-19,0,5.875,25.4,9.9,17.65,0.9
1971-08-20,0,5.7,25.3,5.8,15.55,1.7
1971-08-21,0,5.525,24.9,8.6,16.75,2.2
1971-08-22,0,5.7,25.4,11.6,18.5,2.3
1971-08-23,0,6.05,27.3,8,17.65,2.1
1971-08-24,0,5.875,26.7,9,17.85,2.3
1971-08-25,0,5.7,26.2,11.7,18.95,2.5
1971-08-26,0,5.35,26.3,15.3,20.8,2.9
1971-08-27,0,5.525,24.2,11.7,17.95,3
1971-08-28,0,5,23.6,13.7,18.65,2.1
1971-08-29,2,5.525,22.3,12.4,17.35,1.9
1971-08-30,6.8,8.559,23,11,17,1.1
1971-08-31,4,6.81,24.1,15.1,19.6,1.1
1971-09-01,10.2,6.62,24.8,12.9,18.85,2.2
1971-09-02,0,6.05,25.5,11.7,18.6,1.9
1971-09-03,0,6.24,26.2,15,20.6,2
1971-09-04,0,5.175,28.1,11.9,20,2.7
1971-09-05,0,6.24,28.4,13.2,20.8,2.2
1971-09-06,0,5.7,32.1,15.2,23.65,1.1
1971-09-07,0,5.7,29.6,15.3,22.45,1.7
1971-09-08,38.6,7.76,20.2,13.9,17.05,1.4
1971-09-09,33.4,22.48,17.9,14.6,16.25,0.3
1971-09-10,0,19.7,20.2,15.8,18,0.4
1971-09-11,0,15.78,20.1,15.9,18,0.7
1971-09-12,11.2,12.56,19.1,13.1,16.1,0.4
1971-09-13,3.2,14.63,19,12.9,15.95,0.5
1971-09-14,0,13.94,24.7,10.9,17.8,1.2
1971-09-15,0,8.762,25,10.6,17.8,1.9
1971-09-16,0,13.94,25.1,9,17.05,1.9
1971-09-17,0,7,26.5,11.7,19.1,1.7
1971-09-18,0,6.81,27.4,8.1,17.75,1.4
1971-09-19,0,7,28.7,11.2,19.95,1.7
1971-09-20,0,6.05,31.2,11,21.1,2.5
1971-09-21,0,5.7,31.7,14.6,23.15,3
1971-09-22,0,5.525,33.3,15.8,24.55,2.6
1971-09-23,0,5.525,34.3,17.5,25.9,4.7
1971-09-24,0,5,27.2,16.5,21.85,3.6
1971-09-25,6.2,5.7,27.9,16.2,22.05,2.1
1971-09-26,22.2,12.1,27.6,18,22.8,1.7
1971-09-27,0,10.192,26.1,19.8,22.95,2.1
1971-09-28,36.2,16.24,27.7,17.5,22.6,1.5
1971-09-29,26.6,21.2,27.5,17.2,22.35,1
1971-09-30,1.2,17.95,29.7,17.5,23.6,1.3
1971-10-01,0,16.01,26.8,16.2,21.5,2.2
1971-10-02,8.4,9.776999,23.1,17.7,20.4,1.9
1971-10-03,0,8.762,30,17.5,23.75,0.5
1971-10-04,1.2,11.464,28.2,18.7,23.45,2.1
1971-10-05,0,8.762,28.3,16.4,22.35,1
1971-10-06,0.6,9.573999,23.1,17.8,20.45,1.6
1971-10-07,0,8.762,23.2,15,19.1,2.3
1971-10-08,15.6,15.32,28.5,14.5,21.5,0.5
1971-10-09,0,14.63,28.8,16.1,22.45,1.4
1971-10-10,1.6,11.888,28.1,17.1,22.6,1.7
1971-10-11,2,11.888,27.1,19.1,23.1,1.3
1971-10-12,10.2,11.888,26.2,18.2,22.2,1.4
1971-10-13,1.4,8.153,20.6,15.8,18.2,1.3
1971-10-14,1,7.95,17.3,14.3,15.8,0.9
1971-10-15,0,7.76,19.3,14.9,17.1,0.5
1971-10-16,0,7,20.3,16.2,18.25,1
1971-10-17,0,6.24,22.4,16.3,19.35,1.1
1971-10-18,1.4,12.1,24.4,17.5,20.95,1.1
1971-10-19,0,12.56,25.8,15.7,20.75,1.9
1971-10-20,0,11.676,25.6,13.7,19.65,3.1
1971-10-21,0,10.404,26.7,10.8,18.75,3.2
1971-10-22,0,10.404,24.8,13.4,19.1,2.7
1971-10-23,0,9.776999,26.2,13.8,20,2
1971-10-24,0,8.762,29.6,10.3,19.95,2.3
1971-10-25,2.4,6.43,30.1,13.1,21.6,2.5
1971-10-26,12.8,9.776999,24.3,18.5,21.4,0.9
1971-10-27,0,13.48,23.6,11.5,17.55,1.5
1971-10-28,1.4,10.828,26.6,18.3,22.45,1.5
1971-10-29,27,18.95,24.2,17.6,20.9,0.9
1971-10-30,9.4,18.2,26.8,16,21.4,0.6
1971-10-31,0,13.94,25.7,14.5,20.1,1.9
1971-11-01,2.6,10.404,22.1,17.8,19.95,2
1971-11-02,60.2,13.94,21.3,19.3,20.3,0.3
1971-11-03,9.8,44.5,30.7,17.3,24,0.4
1971-11-04,5.8,28.89,30,17.1,23.55,1.3
1971-11-05,0,17.7,30.4,12.5,21.45,2.8
1971-11-06,0,16.24,26.9,14.8,20.85,2.9
1971-11-07,2.2,16.01,26.6,15.7,21.15,1.2
1971-11-08,0,17.45,24.7,17.9,21.3,2.5
1971-11-09,0,13.02,27.5,16.9,22.2,1.5
1971-11-10,0,10.192,28.9,16.3,22.6,1.5
1971-11-11,7.2,15.09,28.3,17.2,22.75,1.5
1971-11-12,0,9.167999,31.9,19.6,25.75,1.5
1971-11-13,6.2,12.56,25.7,15.9,20.8,1.6
1971-11-14,14.4,15.55,20.4,16.3,18.35,0.4
1971-11-15,1.2,16.01,21.9,17.2,19.55,0.4
1971-11-16,0,14.63,24.3,17.6,20.95,0.9
1971-11-17,0,12.79,29.6,18.9,24.25,1.8
1971-11-18,9.8,11.04,30.7,18.1,24.4,1.9
1971-11-19,20.6,11.676,28.6,19.5,24.05,1.6
1971-11-20,9.6,14.86,20.5,15.5,18,2.1
1971-11-21,0,11.252,21.7,15.8,18.75,1.2
1971-11-22,12.4,10.404,20.2,15.7,17.95,1.6
1971-11-23,17.2,20.7,19.1,15.6,17.35,0.3
1971-11-24,4.2,25.92,22.3,17.6,19.95,0.3
1971-11-25,53.6,52.45,26.1,19.5,22.8,0.3
1971-11-26,7.6,41.71,29.6,18.2,23.9,0.8
1971-11-27,37.8,54.1,27.9,19.5,23.7,0.7
1971-11-28,56.2,61.38,24.8,19.2,22,1.3
1971-11-29,16.8,51.13,25.9,19,22.45,0.5
1971-11-30,0,32.02,28.3,18,23.15,1.4
1971-12-01,1.8,25.38,29.5,20.2,24.85,1.5
1971-12-02,16,29.16,28.7,19.9,24.3,0.5
1971-12-03,0.4,27.54,29.8,19.4,24.6,0.7
1971-12-04,0.6,19.2,28.3,20.3,24.3,1.3
1971-12-05,2.8,20.2,22.8,17.6,20.2,1.3
1971-12-06,0,19.2,22.6,16.2,19.4,1.8
1971-12-07,0,17.45,25.7,17.3,21.5,1.8
1971-12-08,34.8,16.7,26.2,17.6,21.9,1.3
1971-12-09,15.2,46.67,25,18.7,21.85,0.6
1971-12-10,30.4,40.5,32.3,19.8,26.05,0.2
1971-12-11,0,28.62,31.7,17.7,24.7,1.1
1971-12-12,0,20.95,31.3,19.7,25.5,2.4
1971-12-13,4.2,16.01,32.4,18.6,25.5,1.6
1971-12-14,0,16.7,32.2,21.3,26.75,1.8
1971-12-15,23.2,23.78,24.6,18.9,21.75,2
1971-12-16,0,22.48,25.7,18.3,22,1.7
1971-12-17,0,19.2,25.3,18.4,21.85,1.4
1971-12-18,0,17.7,31.3,19.8,25.55,1.3
1971-12-19,0,24.57,34.7,19.3,27,1.7
1971-12-20,3.4,24.84,33.2,20.4,26.8,2.6
1971-12-21,0,19.2,32.9,21.8,27.35,2.5
1971-12-22,3.4,26.46,32.3,22.3,27.3,2.5
1971-12-23,22.6,41.1,29.6,20.5,25.05,1.1
1971-12-24,40.4,72.44,23.4,18.8,21.1,0.7
1971-12-25,37.1,95.56,23.9,19.1,21.5,0.2
1971-12-26,37.2,74.24,24.8,19.1,21.95,0.4
1971-12-27,0,58.06,29.7,19.7,24.7,0.3
1971-12-28,0,36.6,30.9,16.4,23.65,2.1
1971-12-29,0,30.28,31.6,16.3,23.95,2
1971-12-30,0,27.54,30.8,16.7,23.75,2.3
1971-12-31,0,23.26,31.5,17.9,24.7,1.6
1972-01-01,0,22.22,30.7,16.8,23.75,1.9
1972-01-02,0,19.45,32.6,15.2,23.9,2.8
1972-01-03,0,20.95,34.7,16.4,25.55,1.9
1972-01-04,2.2,17.2,34.6,18.5,26.55,3
1972-01-05,0,16.01,35.2,19.4,27.3,3.3
1972-01-06,2.4,17.7,33.8,20.5,27.15,2.6
1972-01-07,0,17.7,31.3,20.7,26,2.1
1972-01-08,0,16.7,32.3,19.8,26.05,1.8
1972-01-09,0,15.32,33.2,18.7,25.95,2.7
1972-01-10,1.8,13.71,31.1,18.1,24.6,1.8
1972-01-11,0,13.25,30.4,17.2,23.8,2.8
1972-01-12,7.4,17.7,29.7,18.3,24,3.3
1972-01-13,0,15.09,29.3,15.3,22.3,2.5
1972-01-14,0,14.86,30.5,18.2,24.35,2.4
1972-01-15,0,14.4,30.6,17.3,23.95,3
1972-01-16,0,11.252,30.7,19.5,25.1,1.1
1972-01-17,0,11.676,31.6,20.3,25.95,2.3
1972-01-18,0,11.888,33.4,17.5,25.45,2.7
1972-01-19,0,12.33,34.2,19.2,26.7,3.4
1972-01-20,0,8.356,32.3,16.8,24.55,3.3
1972-01-21,0,13.25,31.1,18.5,24.8,3
1972-01-22,0,14.4,31.6,18.6,25.1,1.7
1972-01-23,8.2,15.55,26.7,19.8,23.25,1.3
1972-01-24,26.2,23.26,26.8,20.1,23.45,0.6
1972-01-25,15.8,20.95,28.4,19.6,24,0.2
1972-01-26,26.8,40.2,29.6,20.3,24.95,0.7
1972-01-27,0,31.44,32.5,18.8,25.65,0.7
1972-01-28,0,21.96,32.5,17.9,25.2,1.8
1972-01-29,15.4,18.45,33.1,17.8,25.45,2.2
1972-01-30,0,20.7,30.8,18.4,24.6,3
1972-01-31,0,17.2,31.6,20.3,25.95,1.7
1972-02-01,0,19.95,31.8,17.7,24.75,2
1972-02-02,14.2,16.24,33.3,19.2,26.25,1.6
1972-02-03,31.4,24.04,30.3,19.2,24.75,1.8
1972-02-04,5.6,50.48,26.2,20.1,23.15,0.8
1972-02-05,0,34.56,26.7,18.6,22.65,0.9
1972-02-06,0,26.46,29.7,19.8,24.75,1.7
1972-02-07,0,20.7,30.2,20.1,25.15,1.9
1972-02-08,0,20.7,29.4,18.6,24,2
1972-02-09,0,18.2,29.8,19.2,24.5,1.7
1972-02-10,2.8,18.95,30.4,15.3,22.85,1.7
1972-02-11,0,21.2,31.8,17.3,24.55,1.5
1972-02-12,0,23.78,30.9,18.1,24.5,1.9
1972-02-13,0,18.7,30.8,18.1,24.45,2.4
1972-02-14,0,16.01,31.6,16.8,24.2,2.3
1972-02-15,0,15.09,31.7,15.6,23.65,2.6
1972-02-16,0,13.25,30.9,16.7,23.8,2.3
1972-02-17,0,12.79,30.9,17.7,24.3,2.5
1972-02-18,0,8.762,31.8,17.7,24.75,2.3
1972-02-19,10.4,11.464,32.5,19.6,26.05,2.7
1972-02-20,8.2,19.95,28.2,16.9,22.55,2.8
1972-02-21,3.4,21.2,28.4,21.2,24.8,1.1
1972-02-22,21.6,19.2,29.8,20.6,25.2,2
1972-02-23,48.6,41.1,29.7,20.5,25.1,1
1972-02-24,1.2,50.16,28,20.3,24.15,1.1
1972-02-25,0,42.33,30.3,22,26.15,0.9
1972-02-26,16.2,25.92,30.4,20.1,25.25,2
1972-02-27,7.8,25.11,26.5,20.2,23.35,1.2
1972-02-28,46.4,39.6,26.9,20.5,23.7,1.1
1972-02-29,2.2,57.07,26,17.3,21.65,0.9
1972-03-01,13.8,47.29,27.4,19.8,23.6,0.9
1972-03-02,39.4,50.16,29.3,20.5,24.9,1.1
1972-03-03,3.2,58.72,28.9,21,24.95,0.9
1972-03-04,4.6,54.1,28.9,20.5,24.7,0.9
1972-03-05,0,37.2,30.9,20.3,25.6,1.1
1972-03-06,0,26.19,29.4,16.4,22.9,2.4
1972-03-07,0,23.26,31.2,18.4,24.8,1.8
1972-03-08,0,21.7,32.3,19,25.65,1.4
1972-03-09,1.4,23.26,30.7,18.3,24.5,1.9
1972-03-10,6.8,29.43,31.6,18.3,24.95,1.5
1972-03-11,4.2,28.35,28.2,19.5,23.85,1.5
1972-03-12,1.4,44.19,28,20.9,24.45,0.5
1972-03-13,0,39.9,28.4,19.7,24.05,0.9
1972-03-14,0,27.81,31.3,21,26.15,1.2
1972-03-15,0,21.96,32.1,22.2,27.15,1.5
1972-03-16,0,20.2,30.8,21.5,26.15,1.9
1972-03-17,6.2,18.95,31.7,20.2,25.95,0.7
1972-03-18,32.2,28.35,32.9,18.7,25.8,1.4
1972-03-19,0,26.46,31.4,19.2,25.3,1.4
1972-03-20,0,19.7,31.6,18,24.8,1.4
1972-03-21,0,18.45,31.6,20.2,25.9,1.9
1972-03-22,2.4,18.2,27.8,19.9,23.85,1.5
1972-03-23,12.4,19.95,28.8,20.9,24.85,0.9
1972-03-24,0,22.22,31.4,19.5,25.45,0.8
1972-03-25,0,21.7,31.6,19,25.3,1.5
1972-03-26,1.8,18.95,31.6,19.1,25.35,1.7
1972-03-27,0,21.7,28.9,18.4,23.65,1.9
1972-03-28,0,17.2,29.9,18.8,24.35,1.3
1972-03-29,0,17.45,30.8,16.4,23.6,1.6
1972-03-30,0,16.24,31.5,16.9,24.2,3.3
1972-03-31,0,16.47,31.2,16.4,23.8,0.9
1972-04-01,0,14.4,29.2,19.8,24.5,1
1972-04-02,0,19.2,30.3,18.2,24.25,0.3
1972-04-03,18.4,16.47,29.1,21.1,25.1,1.9
1972-04-04,14.2,20.45,28.8,19.5,24.15,1
1972-04-05,0,32.6,27.3,20.2,23.75,1.8
1972-04-06,9.2,23.52,23.7,18.2,20.95,1.8
1972-04-07,6.8,24.3,20.9,18.2,19.55,0.9
1972-04-08,1.2,22.74,28.3,18.3,23.3,0.4
1972-04-09,0,19.45,29.3,15.5,22.4,0.5
1972-04-10,0,18.7,29.4,13.9,21.65,2
1972-04-11,0,16.7,29,14.3,21.65,1.9
1972-04-12,0,16.7,28.4,17.9,23.15,1.6
1972-04-13,0,15.55,29.3,17.7,23.5,1.5
1972-04-14,0,17.7,29,17.3,23.15,0.7
1972-04-15,22.4,15.32,29.7,16.7,23.2,1.4
1972-04-16,0,24.04,26.3,17.8,22.05,2
1972-04-17,1.2,23.26,26.5,15.5,21,2.2
1972-04-18,0,17.45,26.4,15.8,21.1,1.6
1972-04-19,0,16.7,25.3,10.9,18.1,1.9
1972-04-20,0,15.32,26.1,9.7,17.9,2.5
1972-04-21,0,15.55,24.9,11,17.95,1.8
1972-04-22,0,13.94,25,9.1,17.05,1.9
1972-04-23,0,15.09,25.7,8.3,17,1.9
1972-04-24,0,15.32,26.7,10.2,18.45,1.2
1972-04-25,0,14.86,28.2,12.7,20.45,1.5
1972-04-26,0,15.09,27.8,10.3,19.05,1.3
1972-04-27,2.8,14.86,29.6,12.4,21,1.6
1972-04-28,3.8,15.78,21.2,16.8,19,1.5
1972-04-29,0,15.55,22.3,13.7,18,0.7
1972-04-30,0,14.4,24.8,14.7,19.75,1
1972-05-01,0,14.4,24.6,12.9,18.75,1.3
1972-05-02,0,14.4,26.5,10.7,18.6,1.4
1972-05-03,0,13.71,25.4,11.6,18.5,1.5
1972-05-04,0,14.17,25.8,9.4,17.6,1.5
1972-05-05,0,13.94,24.4,8.1,16.25,1.5
1972-05-06,0,14.17,24.2,7.4,15.8,1.4
1972-05-07,0,14.4,24.3,9.4,16.85,1.2
1972-05-08,0,14.4,26.8,13.1,19.95,0.8
1972-05-09,0,13.71,28.9,11.8,20.35,1.1
1972-05-10,0,14.17,29.8,12.1,20.95,1.9
1972-05-11,0,13.94,29.6,13,21.3,1.1
1972-05-12,0,13.94,28.5,13.7,21.1,1.7
1972-05-13,0,13.94,28,15.3,21.65,1.4
1972-05-14,0,13.71,27.7,13,20.35,1.5
1972-05-15,0,13.25,27.3,12.7,20,1.5
1972-05-16,0,12.56,27.3,10.6,18.95,0.9
1972-05-17,0,12.56,28.1,9.9,19,0.7
1972-05-18,0,13.02,28.6,9.9,19.25,0.7
1972-05-19,0,12.79,29.8,8.9,19.35,1.3
1972-05-20,0,12.33,24.6,13,18.8,1.1
1972-05-21,4.8,13.48,21.4,15.7,18.55,0.4
1972-05-22,0,14.4,26,15.4,20.7,1
1972-05-23,0.6,13.94,26.4,13.5,19.95,0.3
1972-05-24,51.6,14.17,23.2,14.8,19,0.9
1972-05-25,0,31.44,24.9,17.2,21.05,0.5
1972-05-26,0,20.2,25.9,14.7,20.3,1
1972-05-27,0,16.7,26.7,11.3,19,0.9
1972-05-28,0,15.55,26.9,9.7,18.3,1.7
1972-05-29,0,13.94,23.8,8.8,16.3,1.3
1972-05-30,0,14.17,26.1,7.5,16.8,0.8
1972-05-31,0,14.4,25.1,8.7,16.9,1
1972-06-01,0,14.4,26.2,8.2,17.2,0.7
1972-06-02,0,13.94,26.7,7.6,17.15,1.4
1972-06-03,0,11.252,28.2,9,18.6,1.1
1972-06-04,0,12.33,28.6,11.5,20.05,1.5
1972-06-05,0,12.1,28.1,10.1,19.1,1.5
1972-06-06,0,12.33,27.9,10.4,19.15,1.5
1972-06-07,0,12.56,27.2,9.2,18.2,2.4
1972-06-08,0,13.25,27.5,10.2,18.85,1.4
1972-06-09,0,13.48,28.1,9.5,18.8,1.3
1972-06-10,0,13.02,27.8,9.1,18.45,1.4
1972-06-11,0,12.33,28.7,9.4,19.05,1.3
1972-06-12,0,11.888,27.8,11.1,19.45,1.4
1972-06-13,0,13.02,26.1,10.9,18.5,1.4
1972-06-14,0,13.48,26.1,11.7,18.9,1
1972-06-15,0,12.79,23.5,13.2,18.35,1.4
1972-06-16,0,7,24.5,11.9,18.2,0.9
1972-06-17,0,5.525,25.8,9.5,17.65,0.9
1972-06-18,0,6.43,26.7,9.8,18.25,0.8
1972-06-19,0,6.05,26.5,10.7,18.6,1.5
1972-06-20,0,9.573999,25.1,6.8,15.95,3.1
1972-06-21,0,11.676,25.1,7.3,16.2,1.3
1972-06-22,0,11.888,26.9,4.2,15.55,1.3
1972-06-23,0,12.56,28.4,4.6,16.5,1.2
1972-06-24,0,13.25,28.2,6.1,17.15,1.8
1972-06-25,0,12.79,28.8,8.4,18.6,1.4
1972-06-26,0,12.33,28.9,9.2,19.05,1.4
1972-06-27,0,11.888,28.1,8.1,18.1,1.6
1972-06-28,0,12.33,26.5,8.5,17.5,1.8
1972-06-29,0,11.888,28.1,9.5,18.8,1.5
1972-06-30,0,12.33,28.5,8.9,18.7,2.4
1972-07-01,0,12.1,25.7,11.9,18.8,1.4
1972-07-02,0,12.56,26.5,10.7,18.6,1.3
1972-07-03,0,11.676,26.1,9.6,17.85,1.5
1972-07-04,0,11.888,25.1,9.9,17.5,1.2
1972-07-05,0,12.33,27.6,9.6,18.6,1.3
1972-07-06,0,12.56,24.1,12.1,18.1,1.3
1972-07-07,0,12.1,24.7,10.8,17.75,1
1972-07-08,0,12.56,23.8,11.2,17.5,1.1
1972-07-09,0,12.1,23.5,4.1,13.8,1.4
1972-07-10,13.8,12.56,15.2,8.5,11.85,1.4
1972-07-11,30.4,15.78,17.5,13.3,15.4,0.1
1972-07-12,14.6,19.45,17.8,13.6,15.7,0.4
1972-07-13,12.2,28.08,18.6,13.9,16.25,0.3
1972-07-14,0,23,23.8,12.4,18.1,0.4
1972-07-15,0,17.2,23.9,13.5,18.7,1.7
1972-07-16,0,14.63,27.7,14.4,21.05,0.9
1972-07-17,0,13.71,26.3,12.6,19.45,1.3
1972-07-18,0,13.48,26.1,12.3,19.2,1.6
1972-07-19,0,13.02,25.1,10.7,17.9,1.6
1972-07-20,0,13.94,26.9,12.1,19.5,1.3
1972-07-21,0,13.48,25.6,12.3,18.95,1.4
1972-07-22,0,13.25,28.4,9.3,18.85,1.7
1972-07-23,0,13.25,28.1,10.8,19.45,2
1972-07-24,0,12.79,25.2,13.2,19.2,2.2
1972-07-25,0,12.1,24.5,13.7,19.1,1.8
1972-07-26,5.6,12.33,26.7,9.7,18.2,1
1972-07-27,0,15.55,22.8,12.7,17.75,1.3
1972-07-28,0,13.25,23.9,6.9,15.4,1.5
1972-07-29,0,12.56,25.4,5.1,15.25,1.6
1972-07-30,0,12.1,26.1,5.7,15.9,1.5
1972-07-31,0,12.1,23.4,9.9,16.65,1.6
1972-08-01,0,12.56,25.5,11.1,18.3,1.7
1972-08-02,0,12.56,26.5,9.2,17.85,1.7
1972-08-03,0,12.56,28.5,9.1,18.8,2.6
1972-08-04,0,12.56,23.7,10.5,17.1,1.2
1972-08-05,0,12.56,23.6,16.7,20.15,2
1972-08-06,13.2,12.79,22.8,14.6,18.7,1.2
1972-08-07,0,14.4,25.9,14.3,20.1,0.3
1972-08-08,12.2,11.676,27.3,12.1,19.7,1.4
1972-08-09,0,12.33,27.1,12.8,19.95,1.1
1972-08-10,0,13.48,23.8,13.4,18.6,1.6
1972-08-11,0,13.25,27.5,12.1,19.8,1
1972-08-12,0,9.167999,28.6,11.4,20,1.7
1972-08-13,4.8,8.964999,26.5,14.4,20.45,2
1972-08-14,0,12.1,24.8,12.8,18.8,1.2
1972-08-15,0,11.888,25.7,10.8,18.25,2.4
1972-08-16,0,10.192,22.8,13.1,17.95,2.5
1972-08-17,0,9.98,23.9,10.4,17.15,1.8
1972-08-18,0,10.404,25.1,9.9,17.5,1.7
1972-08-19,0,11.04,26.7,7.4,17.05,2
1972-08-20,0,10.828,27.5,8.5,18,1.9
1972-08-21,0,11.252,27.6,10.3,18.95,1.9
1972-08-22,0,11.252,29.1,9.2,19.15,2.4
1972-08-23,2.6,11.04,25.1,12.6,18.85,2.2
1972-08-24,0,11.252,21.9,15.3,18.6,1.2
1972-08-25,0,11.252,25.4,7.4,16.4,1.8
1972-08-26,0,11.252,29.6,13.2,21.4,1.5
1972-08-27,0,10.828,30.8,13.2,22,2
1972-08-28,0,10.616,34.7,13.1,23.9,1.9
