ds,chuva,vazao,temp_max,temp_min,temp_med,evap
1974-10-28,0,23,31.2,19.2,25.2,2.4
1974-10-29,1.4,28.08,28,19.5,23.75,1
1974-10-30,23.2,24.04,22.6,15.9,19.25,0.8
1974-10-31,1,20.45,20.8,14.5,17.65,1.6
1974-11-01,0,16.95,27.6,15.5,21.55,1
1974-11-02,0,17.2,28.8,16.9,22.85,2.5
1974-11-03,0,16.24,27.6,11.5,19.55,3.5
1974-11-04,0,9.167999,28.9,15.9,22.4,2.8
1974-11-05,0,13.48,31.8,12.9,22.35,2.8
1974-11-06,0,13.94,32,15.3,23.65,2.9
1974-11-07,19.4,16.24,28.5,14.6,21.55,2.8
1974-11-08,0,15.09,28.4,15.1,21.75,3.5
1974-11-09,0,12.79,25.1,13.6,19.35,4.2
1974-11-10,0,13.94,23.9,14.9,19.4,2.7
1974-11-11,0,13.02,26.6,13.4,20,1.8
1974-11-12,0,6.62,29,15.9,22.45,2.3
1974-11-13,0,6.81,30.3,16.5,23.4,2.1
1974-11-14,4.2,6.81,31.9,20,25.95,3.1
1974-11-15,0,7.19,31.1,18.9,25,2.7
1974-11-16,0,7,29.3,19.1,24.2,5.5
1974-11-17,0,7.57,24.3,18.9,21.6,1.9
1974-11-18,0.2,6.62,29.9,18.3,24.1,1.7
1974-11-19,0,6.62,31.6,19.9,25.75,1.8
1974-11-20,8.6,7.95,32.5,17.2,24.85,1.6
1974-11-21,0.6,13.71,32.5,18.4,25.45,2.3
1974-11-22,4.6,16.01,28,16.4,22.2,2.1
1974-11-23,4,15.32,27,18.2,22.6,1.7
1974-11-24,0,13.94,30.2,13.1,21.65,2
1974-11-25,0,13.25,31.7,14.1,22.9,2.9
1974-11-26,0,13.25,33.5,16.2,24.85,3.7
1974-11-27,0,12.79,35.4,19.4,27.4,4
1974-11-28,0,14.4,32.3,18.1,25.2,3.8
1974-11-29,0,14.63,32,19.5,25.75,2.2
1974-11-30,0,12.56,32.1,20.4,26.25,2.1
1974-12-01,0,13.25,33.9,18.1,26,3.5
1974-12-02,0,12.33,34.2,19.3,26.75,3.6
1974-12-03,0,12.56,31.9,18.9,25.4,3.6
1974-12-04,7.2,14.4,24.4,17.4,20.9,1.6
1974-12-05,9.4,15.55,22.3,16.8,19.55,1.2
1974-12-06,6.4,17.2,20.2,16.8,18.5,0.5
1974-12-07,14,19.2,20.3,16.7,18.5,0.3
1974-12-08,8,18.45,26,14.6,20.3,1.5
1974-12-09,0,14.63,30.4,16.5,23.45,0.7
1974-12-10,0,14.63,30,16.8,23.4,1.4
1974-12-11,0,12.79,26.9,19.7,23.3,0.8
1974-12-12,0,13.48,25.8,18.2,22,3.2
1974-12-13,0,13.25,29.9,17.1,23.5,1.4
1974-12-14,0,13.25,26.7,19.6,23.15,2.2
1974-12-15,8.8,15.32,26.4,19.2,22.8,0.8
1974-12-16,2.4,16.7,30.4,20,25.2,1
1974-12-17,23.6,28.89,29.7,19.4,24.55,2.1
1974-12-18,10.8,23.26,30.9,19.2,25.05,1.2
1974-12-19,11.2,27.54,30.9,20.2,25.55,1.5
1974-12-20,1,20.95,24.8,18.2,21.5,1.2
1974-12-21,0,17.7,27.5,19.4,23.45,1.3
1974-12-22,21.8,24.3,27.4,20.6,24,2.1
1974-12-23,5.2,32.6,27.6,19.3,23.45,1.3
1974-12-24,3.2,28.35,27.3,18.3,22.8,1.1
1974-12-25,27.6,32.6,28.4,17.2,22.8,0.8
1974-12-26,93.6,32.88,32.7,20.4,26.55,0.9
1974-12-27,12.4,29.7,29.6,20.1,24.85,1.1
1974-12-28,0.4,25.11,32.2,18.3,25.25,0.9
1974-12-29,22.8,35.4,29.9,17.1,23.5,1.3
1974-12-30,0,24.04,28.9,19.1,24,1.2
1974-12-31,0,22.22,31,17.6,24.3,1.2
1975-01-01,7.6,21.45,26.9,19.7,23.3,1.8
1975-01-02,20,35.4,21,17.9,19.45,1.1
1975-01-03,40.2,45.43,24.4,17.4,20.9,1.1
1975-01-04,5.8,38.4,24.6,18.5,21.55,1
1975-01-05,5.8,29.7,28,17.6,22.8,1.2
1975-01-06,0,24.84,26.5,18.5,22.5,1.9
1975-01-07,1,21.7,28.7,17.9,23.3,1.7
1975-01-08,0,20.2,29,18.3,23.65,1.6
1975-01-09,7.6,20.95,30.9,17.7,24.3,0.9
1975-01-10,5,25.92,32.3,19.5,25.9,1.8
1975-01-11,2,23.52,32.3,20.6,26.45,1.7
1975-01-12,3.2,30.57,30.3,19.2,24.75,1.5
1975-01-13,3.4,28.89,33.2,19.7,26.45,1.9
1975-01-14,29,36.6,31.3,18.1,24.7,3.1
1975-01-15,1.6,28.08,33.6,17.1,25.35,1.2
1975-01-16,0,21.7,32.8,16.3,24.55,1.9
1975-01-17,0,19.2,33,18.8,25.9,2.9
1975-01-18,2,18.95,32.7,19.1,25.9,2
1975-01-19,46,34,28.6,18.5,23.55,6.7
1975-01-20,18.2,38.4,28.7,17.6,23.15,1.6
1975-01-21,41.6,35.4,23.6,15.2,19.4,0.8
1975-01-22,1,34,25.2,18.9,22.05,0.3
1975-01-23,3,31.15,25,17.7,21.35,1.2
1975-01-24,15.6,37.2,29.1,19.6,24.35,1.1
1975-01-25,0,29.7,29.8,20.2,25,1
1975-01-26,0,24.57,32,20.8,26.4,1.8
1975-01-27,0,23.26,33.2,18.5,25.85,2.1
1975-01-28,0,20.45,34.7,19.4,27.05,2.7
1975-01-29,1,23.78,31.2,20.3,25.75,2.3
1975-01-30,0,22.48,31.5,19.3,25.4,2.2
1975-01-31,8,25.11,30.5,18.6,24.55,2.4
1975-02-01,1.4,24.3,30.5,18.9,24.7,1.5
1975-02-02,41.8,43.26,28.7,16.9,22.8,1
1975-02-03,1.8,27.81,29.3,19.2,24.25,0.8
1975-02-04,0.8,21.96,31.5,20.2,25.85,1.2
1975-02-05,27.4,48.56,29.3,18.9,24.1,0.3
1975-02-06,12,39.9,26,17.5,21.75,1.3
1975-02-07,0.2,24.3,27.6,19.6,23.6,1.1
1975-02-08,0,22.22,32.4,21.5,26.95,1.3
1975-02-09,9.4,24.04,30.2,20.8,25.5,1.8
1975-02-10,45.6,53.11,32,20.5,26.25,1.4
1975-02-11,0.2,39.3,29.9,21.3,25.6,2.9
1975-02-12,0,29.7,32.9,20.3,26.6,3.8
1975-02-13,0,28.08,34.7,19.7,27.2,2.3
1975-02-14,16.6,33.72,33.6,21.9,27.75,2.1
1975-02-15,13.2,38.4,34.1,20.1,27.1,2
1975-02-16,0,27.54,35.3,19.7,27.5,2.1
1975-02-17,0,21.96,34.2,19.8,27,2.3
1975-02-18,0,22.22,34.1,20,27.05,2.3
1975-02-19,0,25.65,33.7,21.7,27.7,2.5
1975-02-20,0,19.95,31.6,21.1,26.35,2.1
1975-02-21,0,18.2,33.2,17.7,25.45,2.5
1975-02-22,0,18.7,32.4,19.6,26,2.6
1975-02-23,20.4,23.78,30,18.9,24.45,1.8
1975-02-24,12.2,28.08,33,18,25.5,2.3
1975-02-25,1,27.81,33.9,20.4,27.15,1.8
1975-02-26,3.4,24.84,31,19.9,25.45,2
1975-02-27,0,21.96,31.4,21.5,26.45,1.4
1975-02-28,0.4,19.2,31,19.8,25.4,2.5
1975-03-01,0,21.7,31.9,19.2,25.55,2.6
1975-03-02,0,21.2,31.7,20.3,26,1.8
1975-03-03,0,16.7,32,18.1,25.05,2.1
1975-03-04,0,16.24,30.5,18.6,24.55,2.2
1975-03-05,0,16.95,31.7,19.3,25.5,1.9
1975-03-06,0,16.01,32.3,15.4,23.85,2.4
1975-03-07,0,15.78,32.9,16.8,24.85,1
1975-03-08,0,16.01,32.4,18.1,25.25,2.6
1975-03-09,0,15.78,33.6,16.5,25.05,2.1
1975-03-10,0,16.24,31.3,17.5,24.4,3.7
1975-03-11,0,15.09,30.9,18.5,24.7,2.8
1975-03-12,0,15.32,32.9,17.3,25.1,2.3
1975-03-13,0,15.55,31.3,15.5,23.4,2.5
1975-03-14,0,15.32,32.4,17.6,25,1.8
1975-03-15,0,15.55,34.3,18.8,26.55,1.1
1975-03-16,0,15.32,31.2,19.2,25.2,3.4
1975-03-17,0,14.63,30.8,16.5,23.65,3.2
1975-03-18,0,12.33,28.2,17.9,23.05,2.8
1975-03-19,0,15.09,28.5,18.3,23.4,2.4
1975-03-20,0,15.09,31.6,18.8,25.2,1.9
1975-03-21,0,13.94,32.1,18.4,25.25,1.5
1975-03-22,0,12.33,31.6,19.3,25.45,1.6
1975-03-23,12.6,12.56,32.6,20,26.3,1.9
1975-03-24,0,14.86,33,17.2,25.1,2.4
1975-03-25,32.8,17.95,29.7,19.8,24.75,1.8
1975-03-26,12.8,17.45,29.4,20.3,24.85,2.4
1975-03-27,0,15.55,28,19.2,23.6,2.7
1975-03-28,0.6,16.01,26.6,17.2,21.9,1.2
1975-03-29,0,15.32,27.5,18.4,22.95,1.8
1975-03-30,0,13.94,31.9,16.9,24.4,1.7
1975-03-31,0,15.32,29.5,17.5,23.5,1.8
1975-04-01,30.6,27.81,29.9,16.3,23.1,1.1
1975-04-02,8.6,18.7,24.7,18.2,21.45,2.4
1975-04-03,3.8,19.95,26.6,17.1,21.85,1.2
1975-04-04,35.2,24.04,25.2,15.1,20.15,0.8
1975-04-05,0,20.45,26.2,11.3,18.75,2.1
1975-04-06,0,16.47,27.3,12.6,19.95,2.3
1975-04-07,0,15.32,27.5,11.8,19.65,1.2
1975-04-08,0,15.78,27.9,13.3,20.6,2.6
1975-04-09,0,14.86,27.6,12.1,19.85,2.1
1975-04-10,0.2,15.32,27,18.1,22.55,1.3
1975-04-11,4,15.55,25.5,17.7,21.6,1.2
1975-04-12,0.2,13.94,28.7,15.9,22.3,1.1
1975-04-13,0,12.33,29.3,16.8,23.05,1.4
1975-04-14,0,13.94,28.4,14.6,21.5,2.4
1975-04-15,0,15.09,29.6,15.3,22.45,1.8
1975-04-16,12.8,16.95,26.3,16.6,21.45,1.7
1975-04-17,0,15.78,27.9,13.8,20.85,2.2
1975-04-18,0,14.63,26.3,12.9,19.6,1.7
1975-04-19,0,15.78,27.6,10.1,18.85,1.6
1975-04-20,0,14.4,26.4,11.9,19.15,1.7
1975-04-21,0.4,13.94,28.2,13.1,20.65,1.2
1975-04-22,0,13.94,26.2,14.4,20.3,1.8
1975-04-23,1.2,14.4,25.9,13.3,19.6,1.2
1975-04-24,0,14.17,28.5,12.6,20.55,1.8
1975-04-25,0.4,13.94,26.8,9.9,18.35,1.1
1975-04-26,0,14.17,28.6,8.4,18.5,1.6
1975-04-27,0,14.17,27.9,9.6,18.75,1.7
1975-04-28,0,13.02,28.2,10.3,19.25,1.6
1975-04-29,0,12.1,29.7,11.4,20.55,1.5
1975-04-30,0,12.1,28.7,12.6,20.65,2.3
1975-05-01,0,13.02,29,13.9,21.45,1.5
1975-05-02,0,12.33,29.8,17.3,23.55,1.1
1975-05-03,0,12.79,31.3,15.1,23.2,1.6
1975-05-04,12.6,12.1,28,17.8,22.9,1.7
1975-05-05,0,12.1,24.3,16.3,20.3,2.3
1975-05-06,3.2,12.79,24.9,15.3,20.1,1.2
1975-05-07,8.2,13.94,25.3,16.3,20.8,1.4
1975-05-08,1,13.94,26.3,17.3,21.8,0.6
1975-05-09,2.4,14.4,26.4,16.3,21.35,1.4
1975-05-10,0,14.17,25.6,14.6,20.1,1.6
1975-05-11,0,12.33,26.6,10,18.3,1.2
1975-05-12,0,12.1,28.4,11.5,19.95,1.1
1975-05-13,0,12.1,26.7,11.1,18.9,1.4
1975-05-14,0,12.1,30.5,12.8,21.65,1.7
1975-05-15,0,12.56,29.6,13.3,21.45,1.6
1975-05-16,0,11.888,28.5,17.8,23.15,2.2
1975-05-17,0,10.828,26.4,15.2,20.8,1.6
1975-05-18,0.2,12.33,27.6,16.1,21.85,1.5
1975-05-19,0,12.33,24.6,10.5,17.55,2.9
1975-05-20,0,11.888,22.7,11.3,17,2.4
1975-05-21,0,11.888,22.9,9.9,16.4,1.2
1975-05-22,0,11.888,23.3,10.8,17.05,1.8
1975-05-23,0,11.888,22.9,8.1,15.5,1.7
1975-05-24,0,11.676,22.7,7.1,14.9,1.9
1975-05-25,0,11.04,24.1,9.4,16.75,2.1
1975-05-26,6.2,8.356,24,11.9,17.95,2.2
1975-05-27,0.4,7.95,25.3,7.5,16.4,1.4
1975-05-28,0,7.57,26.3,8.3,17.3,1.7
1975-05-29,0,7.57,25.6,9.5,17.55,1.7
1975-05-30,0,7.38,24.4,6.8,15.6,1.7
1975-05-31,0,7.38,26,8.5,17.25,1.9
1975-06-01,0,7.38,28,6.9,17.45,1.5
1975-06-02,0,7.57,29.9,5.8,17.85,1.6
1975-06-03,0,7.57,28.5,9.8,19.15,2
1975-06-04,0,7.57,28.8,10.3,19.55,1.9
1975-06-05,0,7.57,26.7,12.6,19.65,1.7
1975-06-06,0,7.57,27.9,17.5,22.7,2.1
1975-06-07,0,7.57,28.2,12.3,20.25,1.2
1975-06-08,0,7.57,24.6,11.5,18.05,2.7
1975-06-09,0,7.57,22.5,13.2,17.85,1.5
1975-06-10,0,7.57,26.8,15.6,21.2,1.2
1975-06-11,0,7.19,27.9,10.3,19.1,1.1
1975-06-12,0,7,25.5,8.6,17.05,2.1
1975-06-13,0,6.81,26.3,7.3,16.8,1.1
1975-06-14,0,7,24.9,12.9,18.9,1.5
1975-06-15,0,7.19,25.3,11.3,18.3,2.4
1975-06-16,0,6.62,22.6,6.5,14.55,2.5
1975-06-17,0,6.43,22.4,8.9,15.65,2.1
1975-06-18,0.8,7.19,20.9,11.6,16.25,2.2
1975-06-19,0.8,7.57,23.9,14.3,19.1,0.5
1975-06-20,0,11.252,24.9,12.6,18.75,1.4
1975-06-21,0,14.17,25.5,10.7,18.1,1.8
1975-06-22,0,13.02,27.9,9.4,18.65,1.7
1975-06-23,0.2,12.33,28.2,7.6,17.9,1.6
1975-06-24,0,12.79,27.7,8.6,18.15,1.7
1975-06-25,0,13.02,26.6,10.5,18.55,1.7
1975-06-26,0,12.79,24.6,14.9,19.75,1.6
1975-06-27,0,12.33,24.2,13.8,19,2.1
1975-06-28,1.6,12.33,24.9,16.1,20.5,0.9
1975-06-29,6.4,12.56,26.7,15.5,21.1,1.2
1975-06-30,0,12.79,23.9,14.6,19.25,1.2
1975-07-01,6.4,13.94,22.2,14.9,18.55,1.1
1975-07-02,1.6,15.32,26.9,13.1,20,0.7
1975-07-03,0.2,14.86,28.1,10.5,19.3,0.6
1975-07-04,17.4,14.86,26.8,12.8,19.8,1.2
1975-07-05,2.6,16.47,27.2,13.8,20.5,1.1
1975-07-06,0,14.63,25.3,11.4,18.35,1.2
1975-07-07,0,12.56,22.1,3.3,12.7,1.9
1975-07-08,0,12.56,22.4,4.2,13.3,2.9
1975-07-09,0,12.33,23.6,6.2,14.9,1.1
1975-07-10,0,12.33,24.7,7.9,16.3,1.8
1975-07-11,0,12.56,25.9,3.8,14.85,1.9
1975-07-12,0,12.33,27.7,6.4,17.05,1.5
1975-07-13,0,12.79,26.6,5.5,16.05,1.6
1975-07-14,0,12.1,25.2,7.1,16.15,1.7
1975-07-15,0,12.33,28.2,8.8,18.5,1.7
1975-07-16,0,9.370999,28.7,11.5,20.1,1.8
1975-07-17,0,12.1,27.3,9.5,18.4,2.4
1975-07-18,4.8,13.94,16.3,10.8,13.55,2.3
1975-07-19,0,12.79,17.4,9.6,13.5,1.5
1975-07-20,0,12.56,19.9,10.9,15.4,1.3
1975-07-21,0,12.56,22.4,9.8,16.1,1.2
1975-07-22,0,12.56,22.2,8.4,15.3,1.3
1975-07-23,0,12.56,22.4,9.6,16,1.4
1975-07-24,0,12.1,25.3,5.4,15.35,1.8
1975-07-25,0,12.1,27.7,8.8,18.25,2.1
1975-07-26,0,12.1,26.9,10.3,18.6,1.8
1975-07-27,1.2,12.1,24.3,11.4,17.85,1.7
1975-07-28,0,12.33,23.5,13.4,18.45,1.3
1975-07-29,0,12.56,24.4,9.1,16.75,1.2
1975-07-30,0,12.56,23.9,7.3,15.6,1.4
1975-07-31,0,12.1,24.2,6.5,15.35,1.3
1975-08-01,0,12.1,26.2,8.8,17.5,1.2
1975-08-02,0,11.464,27.4,7.4,17.4,2.1
1975-08-03,0,11.888,28.7,9.8,19.25,2.6
1975-08-04,0,12.1,29.7,10.2,19.95,2.1
1975-08-05,0,12.1,30.2,9.5,19.85,2.2
1975-08-06,0,12.1,31.2,11.4,21.3,2.8
1975-08-07,0,11.888,28.7,11.8,20.25,2.1
1975-08-08,0,11.676,28.6,10.4,19.5,1.8
1975-08-09,0,11.676,25.7,12.3,19,2.1
1975-08-10,0,11.676,25,11.4,18.2,1.6
1975-08-11,0,11.676,27.5,10.5,19,1.6
1975-08-12,0,11.464,28.6,9.6,19.1,2.3
1975-08-13,0,11.464,29.8,11.2,20.5,2.5
1975-08-14,0,11.676,28.5,10.8,19.65,2.6
1975-08-15,0,11.252,25.2,12.2,18.7,2.4
1975-08-16,0,11.676,27.7,14.9,21.3,2.5
1975-08-17,0,11.464,28.4,12.8,20.6,2.6
1975-08-18,0,11.464,27.6,10.5,19.05,2.1
1975-08-19,0,11.252,29.6,9.5,19.55,2.4
1975-08-20,0,11.04,28.2,11.2,19.7,3.6
1975-08-21,0,11.04,29.9,9.9,19.9,1.6
1975-08-22,0,11.04,28.3,8.8,18.55,1.6
1975-08-23,0,11.04,29.4,10.4,19.9,3.8
1975-08-24,0,11.252,30.2,12.8,21.5,3.5
1975-08-25,0,11.252,29.7,11.1,20.4,2.8
1975-08-26,0,11.252,30.8,10.5,20.65,3.2
1975-08-27,0,10.828,26.7,14.2,20.45,3.1
1975-08-28,0,11.04,27.9,13.2,20.55,1.8
1975-08-29,0,11.252,31.6,11.6,21.6,1.7
1975-08-30,0,11.04,30.9,13.3,22.1,3.3
1975-08-31,0,11.252,27.5,11.5,19.5,2.7
1975-09-01,0,11.252,28.7,10.3,19.5,1.9
1975-09-02,0,10.616,25.7,11.3,18.5,2.7
1975-09-03,0,10.616,26.5,13.1,19.8,2.4
1975-09-04,0,10.616,26.6,10.2,18.4,2.3
1975-09-05,0,10.616,28.2,5.6,16.9,2.2
1975-09-06,0,10.404,29.8,9.1,19.45,3.3
1975-09-07,0,10.192,32.7,10.4,21.55,3.7
1975-09-08,0,10.192,31.9,17.4,24.65,3.4
1975-09-09,0,9.98,30.6,14.3,22.45,3.3
1975-09-10,0,9.98,31.5,11.9,21.7,2.6
1975-09-11,0,9.98,32.4,10.3,21.35,4.5
1975-09-12,0,10.192,30.4,12.4,21.4,3.7
1975-09-13,0,9.98,29.5,10.8,20.15,3.1
1975-09-14,0,9.98,31.6,11.6,21.6,3.6
1975-09-15,0,9.98,31.9,13.2,22.55,2.9
1975-09-16,0,9.776999,27.7,17.5,22.6,3.9
1975-09-17,0,10.192,25.8,15.1,20.45,2.5
1975-09-18,0,10.404,28.5,17.3,22.9,2.8
1975-09-19,3.2,10.404,26,16.3,21.15,3.2
1975-09-20,0,10.404,21.4,12.3,16.85,1.3
1975-09-21,0,10.192,25.7,13.6,19.65,0
1975-09-22,0,10.192,27.6,12.9,20.25,2.3
1975-09-23,0,10.192,29.4,10.6,20,2.7
1975-09-24,0,10.404,26.9,13.3,20.1,2.7
1975-09-25,0.4,9.776999,29.6,16.4,23,1.6
1975-09-26,0,8.559,20.9,13.9,17.4,2.1
1975-09-27,25.4,10.616,19.9,12.6,16.25,1.6
1975-09-28,19.6,14.4,23.1,13.5,18.3,0.7
1975-09-29,0,9.776999,29.7,16.5,23.1,1.1
1975-09-30,0,6.81,28.8,13.5,21.15,1.7
1975-10-01,0,6.62,30.8,14.1,22.45,2.2
1975-10-02,0,6.62,32.9,18.2,25.55,2.9
1975-10-03,0,6.24,32.2,17.9,25.05,3.7
1975-10-04,12.2,16.01,25.4,16.6,21,2.3
1975-10-05,8.2,21.96,23.2,15.1,19.15,1.2
1975-10-06,30.2,28.89,22.9,14.3,18.6,0.6
1975-10-07,2,18.7,28.4,16.2,22.3,0.5
1975-10-08,0,15.78,27.8,18.1,22.95,1.9
1975-10-09,0.2,14.86,30.2,16.5,23.35,1.7
1975-10-10,16.2,20.2,27.6,15.9,21.75,1.6
1975-10-11,0,23.26,25.6,16.6,21.1,1.3
1975-10-12,26.8,32.02,26.4,16.5,21.45,1.1
1975-10-13,5.8,24.84,27.9,17.1,22.5,1.5
1975-10-14,0,17.2,26.3,18.2,22.25,2.5
1975-10-15,16.2,21.2,31,17.5,24.25,1.3
1975-10-16,0,18.95,29.3,19.1,24.2,2.3
1975-10-17,0,16.01,26.8,17.9,22.35,2.4
1975-10-18,11.4,24.04,25.9,18.5,22.2,0.8
1975-10-19,11.8,24.04,28.3,17.9,23.1,0.7
1975-10-20,0.4,18.45,31.4,17.1,24.25,1.6
1975-10-21,0,16.24,32.4,19.7,26.05,2.4
1975-10-22,0,12.79,29.8,17.3,23.55,3.8
1975-10-23,0,12.56,28.6,18.5,23.55,1.8
1975-10-24,0,14.17,27,17.3,22.15,2.1
1975-10-25,0,13.94,25.9,18.9,22.4,2.3
1975-10-26,0,12.56,26,16.4,21.2,1.4
1975-10-27,0.2,9.370999,31.7,15.4,23.55,1
1975-10-28,0,7.57,32.1,16.6,24.35,2.9
1975-10-29,0,7,32.4,17.8,25.1,2.8
1975-10-30,0,6.81,32.5,14.6,23.55,3.2
1975-10-31,0,7.38,27.9,19.2,23.55,2.1
1975-11-01,12.2,9.370999,25.9,17.3,21.6,0.9
1975-11-02,12,11.464,24.2,16.5,20.35,1.1
1975-11-03,0.2,10.616,26.9,18.5,22.7,0.7
1975-11-04,23.2,15.78,25.3,17.6,21.45,0.7
1975-11-05,0,12.1,24.2,16.7,20.45,1.9
1975-11-06,0,9.98,28.2,17.4,22.8,1.4
1975-11-07,6.4,9.167999,27.4,15.6,21.5,1.8
1975-11-08,2.4,9.776999,32.5,19.3,25.9,1.6
1975-11-09,11.6,13.25,33.9,18.3,26.1,2
1975-11-10,20.4,19.2,29.6,17.5,23.55,2.1
1975-11-11,59.6,43.88,26.4,19.3,22.85,1.2
1975-11-12,45.8,53.44,25.8,18.2,22,1.1
1975-11-13,7.2,49.2,27.7,17.5,22.6,0.8
1975-11-14,0,27,26.4,16.9,21.65,1.2
1975-11-15,0,20.2,29,17.8,23.4,2.7
1975-11-16,0,16.7,30.3,17.5,23.9,1.4
1975-11-17,0,15.78,31.9,15.6,23.75,3.9
1975-11-18,0,16.95,30.5,16.6,23.55,2.9
1975-11-19,16.6,19.95,25.5,17.6,21.55,4.5
1975-11-20,0,19.7,28.6,19.5,24.05,1.2
1975-11-21,0,16.7,26.9,17.9,22.4,1.9
1975-11-22,0,16.01,32.6,18.6,25.6,6.5
1975-11-23,0,15.78,31.3,19.3,25.3,2.5
1975-11-24,0,15.55,29.8,19.8,24.8,2.5
1975-11-25,10.4,17.95,27.4,18.4,22.9,1.7
1975-11-26,1.6,18.2,25.9,20.2,23.05,1
1975-11-27,31.8,33.44,25,19.2,22.1,0.5
1975-11-28,73.4,56.41,26.5,18.4,22.45,0.6
1975-11-29,1,49.2,30.3,19.9,25.1,1.1
1975-11-30,0,27,31.2,18,24.6,2
1975-12-01,0,21.96,31.9,20.3,26.1,2.2
1975-12-02,0,17.7,30.4,19.8,25.1,2.4
1975-12-03,0,16.7,30.7,18.1,24.4,2.3
1975-12-04,0,16.24,30.2,17.2,23.7,2.1
1975-12-05,0,13.94,32.4,18.9,25.65,1.7
1975-12-06,0,14.17,32,19.6,25.8,2.9
1975-12-07,0,14.4,32.2,18.8,25.5,4.2
1975-12-08,0,12.33,34.7,20.6,27.65,3.1
1975-12-09,0,16.95,33.5,19.1,26.3,3.8
1975-12-10,30.2,16.01,32.6,18.4,25.5,2.6
1975-12-11,0,14.63,34.8,19.8,27.3,3.1
1975-12-12,0,14.4,32.3,20.2,26.25,3
1975-12-13,4.8,18.2,28.4,19.8,24.1,2.3
1975-12-14,37.8,29.16,25.2,18.5,21.85,2.1
1975-12-15,11.2,25.11,26.8,15.3,21.05,1.6
1975-12-16,0.8,18.7,25.2,16.3,20.75,2.9
1975-12-17,0,16.01,28.2,18.9,23.55,1.8
1975-12-18,0,22.74,31.6,19.1,25.35,2
1975-12-19,0,18.7,31.5,18.4,24.95,2.3
1975-12-20,0,16.47,30.3,20.1,25.2,2.5
1975-12-21,1.6,19.7,32.9,19.9,26.4,3.1
1975-12-22,36.4,24.84,32.7,17.2,24.95,2
1975-12-23,0,19.7,32.1,18.3,25.2,2.7
1975-12-24,0,23.52,29.8,20.3,25.05,1.5
1975-12-25,18.6,20.95,28.7,19.2,23.95,1.1
1975-12-26,12,21.96,28,18.2,23.1,0.7
1975-12-27,56.2,26.46,30.6,19.5,25.05,0.7
1975-12-28,0,21.2,32.6,20.7,26.65,1
1975-12-29,0,17.2,31.9,20,25.95,2.1
1975-12-30,0,16.01,31.2,17.4,24.3,2.8
1975-12-31,0,17.7,32,18.5,25.25,2.1
1976-01-01,0,15.55,30.2,16.6,23.4,2.2
1976-01-02,0,14.63,31,18.4,24.7,2.1
1976-01-03,0,14.63,31.1,19.3,25.2,1.8
1976-01-04,0,15.78,28.5,20.8,24.65,2.1
1976-01-05,1.2,15.55,30.5,18.3,24.4,0.9
1976-01-06,14.2,25.11,30,17.4,23.7,1.3
1976-01-07,0,22.74,32.3,18.9,25.6,1.3
1976-01-08,4.6,25.92,33.3,19.8,26.55,1.6
1976-01-09,27,29.16,32,20.8,26.4,2
1976-01-10,41.2,36,31.8,19.5,25.65,1
1976-01-11,4.2,29.7,31.9,18.3,25.1,0.9
1976-01-12,0,20.45,34.7,20.1,27.4,2.3
1976-01-13,0,17.7,33.2,19.3,26.25,2
1976-01-14,0,18.95,32.9,20.8,26.85,2.4
1976-01-15,0,17.7,33.2,19.2,26.2,2.8
1976-01-16,0,15.09,33.6,18.5,26.05,3.5
1976-01-17,0,15.09,34.2,19.3,26.75,3
1976-01-18,0,14.63,33.5,18.6,26.05,3.3
1976-01-19,0,14.63,33,17.3,25.15,2.9
1976-01-20,0,13.25,33.5,19.2,26.35,2.6
1976-01-21,0,13.48,34.8,18.4,26.6,2.5
1976-01-22,0,11.464,31.3,17.9,24.6,2.7
1976-01-23,0,13.94,30.1,16.8,23.45,1.9
1976-01-24,0,14.17,32.8,20.4,26.6,1.9
1976-01-25,0,13.48,34.7,19.9,27.3,2.5
1976-01-26,12.6,13.48,33.7,18.1,25.9,1.7
1976-01-27,38.8,17.95,32.4,20.8,26.6,2
1976-01-28,3.8,17.7,32.8,20.1,26.45,1.6
1976-01-29,0.8,15.32,30.2,16.6,23.4,2.5
1976-01-30,0,13.94,30.5,18.5,24.5,2.6
1976-01-31,0,13.48,29.3,19.3,24.3,1.8
1976-02-01,8.6,20.95,28.3,17.8,23.05,1
1976-02-02,6.4,20.95,27.9,19.9,23.9,1.1
1976-02-03,18.6,21.7,29.3,18.2,23.75,0.5
1976-02-04,10.4,21.7,32.8,20.5,26.65,1.4
1976-02-05,6.2,23.78,30.4,19.6,25,1.3
1976-02-06,2,25.92,30.7,20.4,25.55,1.4
1976-02-07,8.4,20.45,31.9,21.2,26.55,0.9
1976-02-08,16.2,25.11,29.8,19.5,24.65,1.3
1976-02-09,18.4,22.48,28.6,18.6,23.6,2.1
1976-02-10,0,18.2,29.7,16.4,23.05,1.2
1976-02-11,0,15.78,29.6,14.4,22,1.9
1976-02-12,0,15.32,30.2,16.6,23.4,2.3
1976-02-13,0,13.94,29.2,15.2,22.2,1.8
1976-02-14,0,11.252,30.6,18.4,24.5,2.1
1976-02-15,0,13.71,32.9,19.4,26.15,3.8
1976-02-16,0,9.98,28.9,18.5,23.7,2.6
1976-02-17,18.2,10.192,29.9,19.3,24.6,1.2
1976-02-18,0,10.192,31.8,20.1,25.95,1.3
